index,x_m,y_m
780,696157.6810338332,9305932.975033058
781,697010.8310423846,9310070.20266865
782,697004.4771263686,9310197.615183743
783,700786.3888369624,9310056.14129302
784,696069.6212008364,9305500.359274529
785,698018.366735038,9309229.898860956
786,697993.0585805962,9309246.994794508
787,697968.3064411972,9309264.874064887
788,695890.0429035636,9304493.458098494
789,697301.2357611712,9310062.359372322
790,699267.5249743415,9311111.392147988
791,699325.6051014024,9311110.408704564
792,696344.9452951993,9308469.904064424
793,697246.3668257952,9310037.178458204
794,696152.8482951028,9303722.031520689
795,696119.1665467346,9303758.96349502
796,697012.9409723425,9304374.758231837
797,697185.7758478915,9304308.80621966
798,699934.094936402,9310001.149292482
799,699885.0339523453,9309991.905566782
800,699838.1148801338,9309974.68031345
801,699810.9082028765,9309964.22246314
802,699990.6038046285,9310717.258010644
803,696036.950701144,9305319.332943775
804,695285.301327636,9307992.997181037
805,697115.1861542583,9308143.971199123
806,699949.4376977043,9310002.05888833
807,700167.6382031512,9310019.160850246
808,696224.4116164685,9310138.139381763
809,697000.4956311041,9310270.528580163
810,695413.3859707649,9307328.707921712
811,695410.1998792603,9307297.8014865
812,695407.7523246494,9307267.666739842
813,697103.1008094335,9308588.775918575
814,696299.5258993695,9303464.13483242
815,696130.5940457615,9304498.274516646
816,696562.8829841632,9305892.464322442
817,694192.364296872,9306476.135940446
818,696090.7762638679,9305638.107608587
819,696087.9165711936,9305600.801998103
820,695512.2885475203,9306323.011119232
821,695482.8062180775,9306321.114239518
822,699991.1673431782,9310649.160565794
823,700487.4350638193,9310656.482772298
824,697072.5846798085,9309112.246386997
825,697944.1358684255,9309294.312464358
826,696933.2070038321,9311017.140752867
827,700145.145848785,9311343.50383395
828,697089.7895124301,9309109.217523167
829,699404.4874434026,9309806.064839728
830,700307.9642012818,9304158.411020674
831,700507.4595442193,9304167.97202615
832,700616.141440352,9304176.940634878
833,695455.7705705442,9306317.20177817
834,700088.2219569946,9306587.832971534
835,694212.7623220776,9310401.757571794
836,697790.3936101593,9310323.17627082
837,699406.3594166284,9309929.475009117
838,700956.53197484,9304102.563878343
839,695405.1290049504,9307211.60884623
840,699299.6984026721,9310479.108916175
841,696370.3583040268,9306851.382696677
842,696247.9431778324,9308477.781419551
843,696215.5840192926,9308480.24995958
844,698108.4580489577,9308284.735352337
845,698560.8228444915,9309295.494557502
846,698993.1750908772,9310746.790235579
847,697110.9361557525,9302723.639015736
848,696474.0930155265,9304837.359934006
849,696335.0464592965,9304975.126644732
850,696263.3601663308,9305057.277680488
851,694249.3333769789,9306449.203191794
852,697047.8413740715,9308140.835084254
853,699918.27290315,9308954.211441968
854,700725.3910455334,9304173.632147621
855,698362.7207557706,9309709.351394325
856,695541.3550008188,9306319.722421914
857,700063.2847307511,9307320.580166768
858,699427.1335726255,9309847.096736312
859,700695.0336882324,9310052.68878131
860,697913.4114861988,9311411.092517933
861,701576.5734192729,9304006.118968148
862,695587.8764810334,9307797.209002916
863,696314.6433987872,9303421.510317162
864,696331.9173040331,9303395.383928318
865,696324.6525730031,9303341.724935252
866,698394.5860737206,9310601.445385806
867,696215.0089258859,9302875.9322638
868,696209.9685563277,9302832.053545553
869,695482.4928705776,9307486.622388804
870,697109.0286271148,9308228.264806494
871,698830.2154003527,9307284.025935596
872,699406.3451906466,9309947.967082595
873,700257.8856830951,9310843.734686518
874,700284.3859363229,9310827.181163482
875,694608.9094945004,9309605.535927761
876,697907.2424526503,9307617.10187255
877,698241.4086336922,9310483.56016437
878,699186.8009947067,9311073.643904433
879,700560.7454639387,9310597.878943987
880,698614.5400215336,9304559.221009083
881,696202.4178554892,9306067.080560276
882,695515.0174003174,9307592.316635815
883,698965.4353076369,9309837.006296992
884,694361.4834000383,9310397.94001306
885,698966.117331402,9309929.828865426
886,700063.170489592,9310938.85898572
887,700108.9106791561,9310918.661777893
888,700149.9099667561,9310900.56003137
889,696610.6577441422,9303319.495121889
890,696577.1628252272,9303303.882272659
891,698482.7975540842,9304121.12798418
892,698224.5717174518,9309650.773359075
893,694431.2978958925,9310189.29015172
894,694109.034254944,9306668.353300564
895,698805.4235212404,9307960.063634692
896,697990.9973270681,9309213.634540655
897,698932.843016133,9309325.203685017
898,697315.407712544,9310024.779194139
899,698193.4053542973,9310453.270202972
900,696129.8826557442,9305848.202799981
901,696366.3935792045,9306879.988120064
902,699428.9910411298,9305739.092277346
903,699454.0620798084,9305737.302772306
904,698835.4608136822,9308288.366897317
905,698882.9894130272,9311053.322893068
906,696384.6775848987,9306166.184834732
907,697396.393710608,9307350.962040795
908,698888.3952420224,9306087.951822622
909,699660.4994740682,9309363.115681162
910,698527.7512032466,9303050.12172612
911,697014.4994541423,9308128.682852292
912,701667.0757673073,9304076.011988824
913,701653.2071149036,9304043.632531835
914,697215.5622145744,9306258.87642322
915,696363.4042299767,9306930.303136703
916,697243.4761604447,9309867.107675198
917,700511.77209776,9310662.670119336
918,698577.343268264,9303674.166476123
919,696136.517522922,9305877.770468194
920,695033.0058526665,9308764.487458453
921,695126.9377545541,9308640.780722644
922,693618.6300629079,9310319.896883478
923,697478.4691999604,9309990.994937766
924,696367.3831227532,9306954.952738041
925,700658.0588172966,9310052.634644883
926,700286.5562761952,9304140.88889458
927,696722.9688814658,9308826.109105848
928,698864.29760444,9308808.44752515
929,700680.3674961298,9310376.468959404
930,698392.2431146498,9309229.95367993
931,698355.7718093722,9309218.89647643
932,698356.7530229995,9309744.42010481
933,694377.8123096135,9310392.676564291
934,696050.329916175,9310150.439773725
935,699401.7427532999,9310130.906762626
936,698881.2500932359,9310724.676075501
937,700243.8672062539,9311046.703659885
938,698542.5536074264,9303467.290802889
939,698548.1274433789,9303292.449346533
940,698597.4851719366,9304080.285098528
941,699956.6012624813,9309747.978413062
942,699968.2158955693,9309794.544796662
943,699229.4514163395,9310903.619743433
944,700719.4724014741,9310065.319121504
945,696217.4722961035,9303597.523473179
946,696204.5007253825,9303622.98266161
947,699171.3303711306,9305760.068638258
948,698261.9137717407,9309052.639430132
949,698928.6041511544,9309296.020290256
950,694024.2560988598,9306752.025801867
951,700088.3683259655,9308880.455032649
952,696383.0465996189,9307095.169535708
953,695423.084916031,9307604.717761045
954,698890.1734876704,9309275.182150438
955,701695.7067744609,9304187.573596096
956,697804.4052728441,9309656.632256128
957,699991.4124559133,9310417.12400033
958,696779.0549472085,9310113.982132277
959,700510.3446923662,9310044.504985299
960,698646.1911795139,9304176.151415838
961,699945.693774173,9310091.534876622
962,699221.8184613595,9310992.30122036
963,699212.7962064414,9311037.113166263
964,700318.3001109166,9310026.894121554
965,700048.237859146,9307593.401540319
966,696805.9217593058,9310121.163051095
967,697924.0800339233,9309371.938917795
968,695432.7365724737,9307942.456993135
969,700268.1590217146,9310030.295836626
970,700218.2137794277,9310027.879343877
971,700192.8315928761,9310026.650368346
972,697126.4284838983,9307935.189989854
973,698252.1512914791,9309258.743704682
974,698253.4644798886,9309228.35806662
975,697193.5986632607,9310047.3770224
976,696983.9825173079,9304322.102045817
977,696656.4608999881,9304669.45157761
978,697122.815862563,9308181.866852729
979,699749.2712023917,9305719.203953017
980,698964.2069682318,9311148.337424543
981,695910.9563112624,9304545.834357949
982,699946.9644444535,9310068.326948714
983,700239.1412908132,9311030.572461702
984,698086.7931599194,9311089.694921264
985,698056.4557730984,9311275.468799956
986,700625.7684562097,9310507.793849893
987,699222.2645432242,9310571.70618593
988,701470.0851354192,9303271.2791793
989,696062.608157079,9306274.973700712
990,698943.2564009287,9305805.141112477
991,697382.5821040244,9310318.474729408
992,697389.9297324825,9310353.287957445
993,696876.6667435522,9304730.10062762
994,698417.7562984257,9304175.993262405
995,701675.7480542416,9304097.106282486
996,697197.2683326813,9309284.35568739
997,698502.9073958949,9302776.576614315
998,696650.7071271874,9308329.287127906
999,697851.4475475943,9310295.452605093
1000,699946.5195790078,9310109.659143751
1001,700492.9520216687,9310683.781725971
1002,699906.7166346362,9308966.538622938
1003,694412.6588504148,9310381.368188312
1004,700104.1562165729,9310022.86259626
1005,700271.2652749936,9311093.43718161
1006,699812.0876549089,9304456.365513291
1007,694596.3151709621,9309709.650677655
1008,700069.9649507629,9307186.019356575
1009,700077.8779032732,9307150.694512917
1010,698256.7825989751,9309009.949623736
1011,698252.0980535508,9308973.29139866
1012,696390.5371958029,9310191.943930391
1013,701618.4009715123,9303957.419816418
1014,700097.7231300182,9308543.307084005
1015,699882.3614131468,9305710.035367467
1016,698028.6424112609,9309814.32743421
1017,696888.3882560694,9310098.508737003
1018,694182.1986082023,9306490.702222876
1019,697107.6226291956,9308061.610886777
1020,696717.9843110731,9308116.76902039
1021,698816.3861018163,9308087.53732667
1022,696743.1301744155,9303400.708767548
1023,697687.9044259022,9309293.995583367
1024,699862.2203278501,9309587.43660452
1025,699887.5577954303,9309630.549476642
1026,699912.8952563351,9309673.651288204
1027,699934.7482477867,9309710.814850945
1028,700581.4059775262,9310574.493697124
1029,697009.6868012936,9309610.466186235
1030,698804.7562524079,9307342.35400166
1031,694279.7864742201,9310411.859603534
1032,699283.4712910295,9310514.17418334
1033,699792.4783247154,9311285.798499642
1034,700769.7520230772,9304172.757643506
1035,697737.388569536,9309301.171279619
1036,697767.4527869895,9309306.023972876
1037,699507.5513502926,9305733.579486055
1038,697370.3188223208,9310291.33698498
1039,699990.6859948249,9310692.793334786
1040,696234.4492034379,9303568.633232241
1041,696124.8535944492,9305832.056125682
1042,695556.0865245142,9307670.506353673
1043,700054.2717106635,9308848.808291312
1044,698099.0390526168,9310412.863148008
1045,694422.4743210939,9307598.812166028
1046,694382.7545150837,9307586.917791609
1047,700051.8720448876,9307655.689266928
1048,699230.9215389794,9310611.226516042
1049,699426.9566861422,9309801.86265698
1050,699430.7017895887,9309765.916471247
1051,700699.3511908742,9310325.760403248
1052,696734.4938007235,9308621.582169205
1053,698827.0241883469,9304171.193778062
1054,699028.0351888672,9304164.357628476
1055,699191.3162380623,9304155.23498905
1056,699888.6580234513,9309004.809262207
1057,697248.3357951951,9310396.861014763
1058,695369.6188413271,9306883.678047867
1059,695367.6920303799,9306834.004743258
1060,695365.1071541302,9306805.822485909
1061,697019.3224371823,9309714.040818622
1062,697872.6054209312,9309425.565514766
1063,700590.6055484572,9310562.285140984
1064,696984.0104568823,9310517.94525061
1065,695264.1534550791,9306354.377149656
1066,695302.5849234976,9306342.021345694
1067,694571.2969420142,9309823.791451002
1068,695560.4948908475,9310174.626618601
1069,696756.5103989551,9308117.29119141
1070,698690.7700596948,9305240.641316133
1071,699704.7347153373,9309931.174447747
1072,699667.8112751315,9309930.548843011
1073,701492.4001771199,9304050.17672254
1074,701534.4757638918,9304028.153433861
1075,698221.4959953855,9309197.311530605
1076,694297.2172524582,9310438.366578193
1077,699266.0049840001,9304126.786080565
1078,699070.2696805682,9304116.024549512
1079,700053.8607427146,9307506.849767473
1080,695374.5140086142,9306927.512944534
1081,697320.0271828364,9307348.894560272
1082,698304.322241692,9310527.541182555
1083,695918.2163961363,9304523.137478612
1084,698255.0307824933,9304122.055516401
1085,698439.3143161538,9304175.560936252
1086,698705.1684409223,9305266.659865635
1087,698248.4807410343,9308941.28570066
1088,698967.3711727438,9310501.782047225
1089,698421.2761497884,9302590.953248277
1090,698472.4621900382,9302679.388280453
1091,698042.8430491029,9309218.789066095
1092,696766.5362499807,9311335.166858196
1093,694802.8899746034,9310280.961644879
1094,699371.3118704042,9309930.4354164
1095,699338.0521786907,9309929.9076737
1096,700916.9209190124,9304168.26482628
1097,697315.2247920102,9307085.915172448
1098,694343.3139545644,9307574.132166132
1099,694309.0029427656,9307563.021475641
1100,698987.3078162549,9309899.541169968
1101,700096.1810259933,9306774.540445464
1102,700098.8419938346,9306724.606997283
1103,700101.5140112936,9306674.673508646
1104,700103.7907233973,9306632.063018374
1105,698044.9611676121,9309438.140963936
1106,697939.6850468992,9310336.760002434
1107,700538.1887194859,9310623.427371582
1108,697501.2763077166,9304178.994126646
1109,697505.7835136699,9304196.132389355
1110,700941.8580382915,9304070.795461124
1111,698879.0968529255,9306175.195847917
1112,700102.7784796559,9306295.846283508
1113,695587.4777917473,9310171.037979629
1114,696767.3721528768,9309074.414789164
1115,699712.0026418774,9309946.32365302
1116,698358.9150851354,9310576.980787251
1117,694902.1743342478,9310206.232217796
1118,698993.2595973958,9310619.005044723
1119,700029.9935335225,9308411.982890433
1120,700058.8667407417,9310014.518498674
1121,700016.7197195471,9310005.95345292
1122,699276.9128531666,9311261.331158089
1123,697007.6791710639,9305454.52475918
1124,696962.9493414633,9305321.429522421
1125,697664.5189622829,9309959.549896054
1126,698882.9418811664,9310841.163092162
1127,700072.422566852,9308491.600736078
1128,699989.75297955,9310814.57656747
1129,694334.9663035994,9310381.394792665
1130,697017.2181084219,9309988.660100378
1131,699245.0228440878,9309927.892052684
1132,697115.6916154227,9302700.109790014
1133,696941.007087047,9305068.424870145
1134,698716.5213151237,9309286.613447275
1135,698766.512234966,9309283.268715547
1136,698816.4035563503,9309279.924279284
1137,698853.2049495003,9309277.387615342
1138,700310.1395496393,9310810.757374406
1139,699986.3819919408,9309744.182247939
1140,694636.5875915542,9309478.467150277
1141,698855.8239060834,9306678.115326809
1142,695095.8924187608,9310150.319793988
1143,700716.7333811431,9310285.674840003
1144,696386.9470052273,9303318.315423347
1145,700951.439590498,9304165.722733576
1146,696741.8145372237,9308723.013413737
1147,696737.2338321568,9308749.52789634
1148,696969.2967481009,9310705.55983801
1149,698139.5914992411,9311153.319504164
1150,698083.4091318791,9311054.591705382
1151,700251.1653847828,9304121.623498196
1152,700225.6225763297,9304121.21427431
1153,701585.5403363379,9309880.439772025
1154,701629.6575942691,9309883.055877874
1155,700581.2609318219,9310055.929271808
1156,695921.3575506248,9304584.723583022
1157,695936.388131424,9304690.032475777
1158,694337.7819138531,9307455.437388489
1159,694342.4815372524,9307421.236574627
1160,698781.1574982065,9305497.283597682
1161,698725.5237268204,9305376.347511906
1162,700788.1623885578,9309970.155525556
1163,700802.441862103,9309999.735822985
1164,694683.1165116319,9307827.420069665
1165,694528.9984535652,9307632.049054097
1166,694494.974004511,9307620.616767002
1167,697802.958858221,9309308.981176335
1168,697854.4627256483,9309338.233065126
1169,700185.5938504353,9311094.69311433
1170,700168.586552131,9311121.660050657
1171,700152.0432796688,9311158.081567217
1172,699159.3111140135,9311087.312464679
1173,699647.7848383839,9303758.22622045
1174,699680.3917919842,9303958.37448277
1175,699688.8236441443,9304073.478522714
1176,699820.339390734,9304258.27134874
1177,699957.6540009178,9304153.219997518
1178,700063.4103614308,9304159.556417124
1179,701598.399403033,9303908.571341338
1180,701475.3602092102,9310841.3208523
1181,701498.9752831094,9310808.203320043
1182,701512.0841170672,9310790.285212895
1183,698156.5520359658,9304183.597961389
1184,698287.9285760274,9304180.489503205
1185,698330.6245933482,9304179.992829364
1186,698372.1609821025,9304178.025463667
1187,695985.7649655584,9304977.250414453
1188,695993.7277392196,9305024.791034043
1189,695998.624207759,9305055.719373692
1190,696001.3180434117,9305073.449941806
1191,698547.7421029956,9303370.267442008
1192,698545.5073880738,9303399.4287638
1193,697099.1127225197,9310341.115730654
1194,697120.700002396,9310342.806811996
1195,695997.6982483715,9304504.630842695
1196,698784.7728796019,9304172.162231084
1197,697110.6210525834,9307947.14383392
1198,697109.4850576383,9308000.521822736
1199,696197.3953018385,9308481.892831896
1200,696146.2354385289,9308486.483054211
1201,695604.0353672705,9307153.362776814
1202,695599.3930914074,9307115.654029466
1203,701744.5954382969,9309887.084679
1204,701699.2103299714,9309881.993158644
1205,700037.4049234123,9308254.83543656
1206,699773.4232805537,9309138.06987056
1207,699743.6570188914,9309178.252855223
1208,699713.9017797093,9309218.435774354
1209,699684.135428476,9309258.618703863
1210,699661.8565389011,9309294.075508464
1211,700326.467430751,9311316.239152377
1212,700324.6691754037,9311287.591410402
1213,699351.5429268153,9304125.219302064
1214,696655.154522272,9308233.904478308
1215,696650.7917172703,9308279.020601705
1216,696650.1791564241,9308297.514455887
1217,700120.9044711199,9308628.841798723
1218,698987.8473307523,9309837.117813624
1219,698861.2139515762,9305764.999089435
1220,699303.7896458191,9309946.824673112
1221,699351.1822088417,9309947.24881732
1222,697023.4925549281,9309821.416343933
1223,698141.9121497299,9309724.850670617
1224,698185.2862757975,9309715.363235647
1225,699897.9982226032,9311004.31282613
1226,699956.9329565241,9310981.383054307
1227,697405.9550237993,9304206.084232237
1228,697379.816522422,9304215.850738185
1229,697131.2303452216,9309293.415928045
1230,698992.4607708738,9310592.464253364
1231,698992.4355628504,9310546.123785207
1232,701707.6168764051,9309899.781654978
1233,701810.4799073389,9309908.402672568
1234,702083.1582242975,9309901.16317311
1235,698495.8025218647,9302744.284315748
1236,697095.8358082522,9302812.500197254
1237,696097.2179799539,9305677.640677515
1238,698780.7483042958,9305529.612816555
1239,696016.435053986,9304076.348362593
1240,696176.1533194336,9305990.837497534
1241,696184.504239199,9306025.519986575
1242,697986.6334773746,9309797.557936478
1243,700199.1421701595,9308796.970299488
1244,698575.3473010713,9303708.408955574
1245,698577.3695707722,9303747.82467128
1246,698578.3839160352,9303778.932409508
1247,696059.4532871175,9305456.868406458
1248,698041.2358419814,9311307.57153522
1249,697855.6112161383,9311478.354492888
1250,701275.626586042,9311138.758607948
1251,701308.984954171,9311103.395660108
1252,697874.3009100528,9304143.654585555
1253,697686.4990472246,9304148.28963476
1254,695177.6822907915,9306338.919330798
1255,697960.0220425103,9310348.303723
1256,699407.9789269087,9304169.352531765
1257,699480.495985402,9304180.223050438
1258,699518.0049562801,9304180.021734178
1259,696586.2437263295,9305894.827070942
1260,697683.8707547649,9310611.182406748
1261,697635.208341706,9310575.70910733
1262,697593.5967843467,9310543.73258752
1263,698882.649443927,9311096.490411507
1264,699465.9733815066,9309930.730981078
1265,700935.9167719437,9304166.727839027
1266,701509.3954552631,9304011.252766985
1267,701581.348593173,9303982.312324047
1268,701645.1321199092,9303955.833466956
1269,701769.8140856853,9303903.847780736
1270,698956.5551822648,9304113.89437209
1271,698925.2975773399,9304115.329115938
1272,698880.0601373365,9304117.271708842
1273,701412.4132895903,9310904.236804688
1274,701529.5046234713,9310742.136464048
1275,701674.6183238602,9310605.509450808
1276,701839.713277553,9310492.613780404
1277,701936.5632969211,9310427.5004873
1278,702028.9239231223,9310357.237510461
1279,702208.6961726355,9310257.893312607
1280,702325.4387563539,9310192.494492533
1281,702430.6773824455,9310109.892768184
1282,702599.1298265755,9310002.047909707
1283,702768.6949515567,9309896.056588735
1284,702955.8755215183,9309827.120691083
1285,703125.0422704789,9309784.934694847
1286,696239.5355057027,9306251.896491658
1287,696690.5884187897,9308488.367441092
1288,696720.6314680137,9308582.074083999
1289,697019.8974433136,9309907.085815335
1290,697018.5999583432,9309958.716844209
1291,695936.5502814979,9305522.691061145
1292,695957.8386174449,9305498.73020258
1293,695980.8670749328,9305472.297140716
1294,697132.2159397113,9309954.882179044
1295,694265.5578756679,9307343.894528016
1296,699661.5828654116,9303860.216830216
1297,699629.5729564303,9304114.825843021
1298,695230.7144931047,9306365.527210409
1299,700200.8230686308,9311068.849309923
1300,695587.4614439977,9307062.59695947
1301,695599.5770441487,9306940.32514632
1302,695619.6496673475,9306476.726328434
1303,695583.3152800037,9306333.20086227
1304,695579.4353305618,9306308.26342471
1305,695579.0007818545,9306249.964058228
1306,697929.5192401648,9307702.344600951
1307,697939.3367488402,9307743.814722864
1308,697944.688998729,9307765.329829752
1309,701767.0515425155,9310508.072514819
1310,701731.4685371199,9310536.840813829
1311,701655.2742263136,9310590.18085081
1312,699917.0004854231,9305706.874404471
1313,699945.2704945777,9305705.27271944
1314,700805.3057276185,9304171.904214695
1315,700834.4190404864,9304171.139495656
1316,700863.5433847955,9304170.363663506
1317,700898.8631337453,9304169.05753214
1318,701575.4158247001,9303896.319644472
1319,701345.9393871308,9311022.818362216
1320,697118.5775919727,9304304.522957591
1321,696974.3847266766,9304356.873295182
1322,696845.4351358607,9304438.363409778
1323,696698.9658515644,9304576.40563905
1324,696586.2094864995,9304704.650000669
1325,701468.6369665381,9303300.26133937
1326,701521.9676639012,9303967.002257824
1327,701495.7554451694,9303977.766508386
1328,701464.7937009617,9303991.135329932
1329,701421.7976568257,9304014.184821773
1330,698876.3250922628,9308930.772041801
1331,698881.7899349617,9308978.664419705
1332,697813.7054106507,9309626.156919984
1333,699374.016089223,9309947.712670144
1334,699022.6281776084,9309929.890358783
1335,695974.4931251272,9304913.302942561
1336,695982.5723254557,9304959.278224133
1337,696332.447368701,9306250.256682055
1338,699776.4167409837,9309470.363747528
1339,699741.9446693012,9309430.898756823
1340,699719.2149608722,9309409.12243173
1341,698164.5482524575,9310435.7998016
1342,696649.7085087748,9303336.91941674
1343,696629.5989121182,9303328.068250034
1344,699525.9451464657,9304139.946604645
1345,699793.1236126254,9304143.61373544
1346,699810.5488311065,9304356.898377571
1347,699803.9555964118,9304312.748045294
1348,699981.1863700252,9304130.698109608
1349,694076.7931986217,9306700.235223316
1350,694090.7462878687,9306686.430478146
1351,694874.3580332643,9308479.803327098
1352,694813.5340498684,9307914.950991398
1353,694417.1639976298,9307390.998663694
1354,698851.32305374,9307225.082334718
1355,698854.5071005947,9307172.426765086
1356,701475.6805031658,9303127.36950721
1357,701479.0574459461,9303162.738551632
1358,701478.0933744009,9303184.563228134
1359,701475.5058949217,9303210.51893642
1360,695601.6976340979,9306059.473848447
1361,695650.8338596991,9305895.724999327
1362,695671.7598833482,9305856.14933943
1363,695697.6774685417,9305813.4711691
1364,695198.1009505137,9308502.861108206
1365,695217.6432845152,9308429.702639636
1366,695255.2305502925,9308282.450595865
1367,695285.763586176,9308163.578985313
1368,695299.938406165,9308049.871806456
1369,695342.3067065949,9307945.684358532
1370,695399.4861142033,9307764.71913618
1371,695465.4787800848,9307585.652154777
1372,695585.1496995527,9307250.231293809
1373,698845.4024780428,9306856.80007278
1374,700221.2345508195,9308742.844707763
1375,695766.0282002565,9305668.288977167
1376,695725.9899528937,9305741.02063363
1377,695562.6929399467,9306064.228361802
1378,695398.5943474536,9307124.540050482
1379,695390.5361771777,9307048.440149736
1380,701226.9983660616,9309965.180883978
1381,701251.0642864681,9309956.979835426
1382,698620.8579243546,9304423.561906254
1383,699623.9325624696,9304088.914374951
1384,699575.1629281557,9304090.217506481
1385,699514.8063118972,9304093.312468024
1386,699886.3764556851,9304116.831752429
1387,699776.192934167,9304102.264100181
1388,699723.6545807458,9304014.044139214
1389,698710.7564896444,9310969.523081416
1390,699237.5282720752,9311230.520155272
1391,699198.5625322724,9311199.187898388
1392,698872.3594397731,9304171.020472879
1393,698929.6483098231,9304170.480528574
1394,700167.3139947448,9304153.34609121
1395,700245.3543480058,9304156.438050091
1396,701011.422820511,9304217.440612486
1397,697093.9169500351,9308154.912770461
1398,700148.2786871686,9311374.060339263
1399,700149.3840513746,9311402.723706631
1400,700149.9410110768,9311442.53729007
1401,697272.2349169445,9307416.403940372
1402,697219.6290239311,9307464.968815586
1403,693237.1541724369,9310352.128371976
1404,697360.3557387677,9304239.972090483
1405,697384.5849739867,9304231.727299014
1406,697413.4581544659,9304222.338546582
1407,697117.2215397967,9307733.105080657
1408,697123.4550770773,9307764.935892142
1409,697115.2421645101,9307792.314402195
1410,697119.4692515288,9307841.113922553
1411,699346.4092435383,9310321.999466382
1412,699366.093210401,9310271.880983569
1413,699374.0146395299,9310245.11126304
1414,701644.7270673215,9304068.12677031
1415,700073.1707086094,9307244.376782015
1416,700074.5128239318,9307214.731703375
1417,698852.372822433,9308476.539486296
1418,700239.6675186825,9310967.783801576
1419,695953.4542618869,9304798.41459717
1420,695960.341465751,9304832.25593912
1421,695965.2130065432,9304859.09228601
1422,701728.7007989866,9304220.616293054
1423,701708.9858708597,9304174.66452019
1424,701692.361440646,9304135.890949989
1425,700254.9130238118,9311066.120086975
1426,694272.84855447,9306472.608303834
1427,694366.6902289506,9307581.707183586
1428,698931.8432493976,9309930.39927428
1429,698908.3742960312,9311126.761928106
1430,700995.8340154695,9310043.707294887
1431,700946.7498612081,9310034.298582658
1432,700898.1080948393,9310031.214575741
1433,695400.9862768133,9307148.00787829
1434,699826.2057270979,9304410.716900852
1435,700707.7637114464,9304155.420778435
1436,700818.1525324389,9304149.197807949
1437,700928.5755508572,9304143.25099954
1438,701018.3961721425,9304138.282527953
1439,701216.8614420315,9304115.571759589
1440,701364.8225805793,9304068.427805513
1441,695483.7864317239,9310177.458826626
1442,695906.8989683897,9310164.267970126
1443,695956.8488629137,9310161.821876861
1444,696001.708165355,9310159.492384896
1445,694323.2299724859,9307525.17233128
1446,694331.3449628823,9307489.688249832
1447,694334.382026505,9307471.263928533
1448,697008.3494731162,9310128.4403266
1449,697828.0088370272,9304180.376574833
1450,697848.2880042025,9304180.406720279
1451,697917.609284347,9304180.910462834
1452,697992.8362754363,9304180.321101202
1453,698037.9607463048,9304182.35638782
1454,698847.5076389548,9307071.824952008
1455,698839.9682605844,9307205.667021194
1456,700159.8899820454,9308851.953953145
1457,700040.7207824453,9308422.530293755
1458,700035.5453565848,9307928.232941251
1459,700061.1142768781,9307424.627839472
1460,700084.5375969551,9306925.138644578
1461,700083.5775524209,9305977.8470853
1462,699956.037572425,9305563.92912274
1463,696974.5559153239,9310664.639681052
1464,699873.1103604216,9309167.987564562
1465,698528.3214544946,9304120.219602706
1466,696864.3826041886,9311092.468046134
1467,696889.8132739929,9311068.696164988
1468,698990.8747059873,9309971.804791871
1469,695241.3879749924,9310185.130967485
1470,695203.3142576747,9310188.229294676
1471,694075.0050486655,9310823.701327562
1472,694098.443869363,9310799.823289968
1473,694214.7076425184,9310637.082584728
1474,695981.8840668988,9304151.848147552
1475,697459.1540708106,9309298.775117274
1476,697357.6824407977,9309298.422255237
1477,694484.1676648861,9310183.042180397
1478,694531.4137201924,9310080.119211363
1479,694550.4751031136,9309971.716187965
1480,694571.5233692275,9309855.155607544
1481,695065.4625878948,9310148.596750855
1482,695043.6307497614,9310163.02510965
1483,697200.0771864867,9307510.534845753
1484,697269.2984442404,9307439.744383626
1485,694821.5126396556,9308992.094071874
1486,694604.9055905545,9309534.681831935
1487,694573.8487850549,9309679.831693288
1488,700029.6282276432,9308115.911571153
1489,700030.0995747708,9308080.811467208
1490,695270.233033933,9308155.911534907
1491,695239.7981646706,9308277.658296835
1492,695207.613501472,9308395.80544357
1493,696956.6123266751,9310942.536127549
1494,701538.4317630664,9303804.341230955
1495,701553.9736286188,9303843.715806032
1496,701564.6892093718,9303870.023274174
1497,698388.893893207,9304128.740921423
1498,698368.8879985623,9304120.746984439
1499,698345.0743930605,9304121.094126878
1500,698313.8245538224,9304121.544187522
1501,698290.0652610582,9304121.592506634
1502,700155.6026041765,9304136.476069067
1503,694410.0239819745,9310238.321696095
1504,694389.4757234595,9310279.288392603
1505,699935.4084777462,9304099.855611978
1506,699735.394345142,9304100.02720469
1507,699614.2492010981,9304102.945169369
1508,699493.1273193868,9304106.172472626
1509,694448.3011944725,9310147.317762733
1510,696985.8181945002,9310430.53995983
1511,696989.9885935497,9310380.768338602
1512,700467.5856763667,9311383.652608594
1513,700390.5293376311,9311341.134203238
1514,696968.1332332356,9304204.469634712
1515,699171.970234443,9304128.979236033
1516,698971.992597573,9304133.129572535
1517,698772.0024299299,9304136.803681333
1518,698574.2451278523,9304147.741241738
1519,698372.0463798473,9304144.625292514
1520,698184.9954133865,9304145.687083736
1521,697997.926843342,9304144.790749943
1522,697235.8614347224,9306332.940680087
1523,698704.9218103609,9305315.72752935
1524,699917.2576616739,9304909.412637712
1525,699918.7978293548,9304935.597094165
1526,699921.2748706421,9304973.501778891
1527,701104.2604770564,9304090.34874459
1528,701059.2548000545,9304094.044471854
1529,701097.943887752,9304154.662152408
1530,701129.1417746851,9304151.87712118
1531,701233.087845732,9304135.47848603
