from,to,distance
3357,3022,410.19
3022,2943,153.38
3358,2837,46.41
2846,3359,104.31
3359,3360,48.0
3360,3072,35.55
3081,3361,35.12
3361,3031,109.64
3362,3363,37.4
3363,3364,38.39
3364,2846,43.8
2913,3365,200.0
3365,3366,153.75
3366,3367,153.75
3367,3368,200.0
3368,3369,126.0
3369,3370,126.0
3370,3371,200.0
3371,3372,189.49
3372,3442,189.51
2955,3373,18.88
3373,3886,43.82
3374,4331,98.37
2864,3344,122.76
3344,3375,200.0
3375,3376,145.03
3376,3377,145.03
3377,3065,19.57
3378,3379,28.21
3379,3380,28.21
3380,3381,29.94
3381,3218,34.38
3382,3383,25.87
3383,3187,68.39
3384,3385,100.92
3385,3386,100.92
3386,1279,200.0
1279,1280,118.18
1280,3387,118.18
3387,3757,38.69
3388,3072,47.54
3072,4332,56.15
3389,2868,65.63
3390,3391,36.67
3391,3392,33.99
3392,2848,75.36
3315,3393,54.46
3393,2931,36.11
2931,3489,277.6
2959,3394,200.0
3394,3395,200.0
3395,3396,200.0
3396,3397,200.0
3397,3398,175.32
3398,2913,175.33
3399,3081,140.97
3081,3031,140.97
3400,3401,94.71
3401,3026,67.32
3014,3402,86.19
3402,2857,42.69
3403,3404,113.59
3404,2919,19.59
3175,3324,59.51
3324,3266,65.83
3405,3406,47.23
3406,3076,50.98
3407,3408,57.8
3408,3407,57.8
3408,3409,15.98
3409,3408,15.98
3410,3411,37.23
3411,3332,42.35
3412,3413,170.02
3413,3414,23.66
3414,3415,49.61
3415,2958,34.85
2958,3416,18.63
3416,3417,50.0
3417,3418,50.0
3418,3419,31.0
3419,3420,31.0
3420,3421,34.03
3421,504,34.04
3019,3422,200.0
3422,3423,191.48
3423,2865,191.48
2865,3021,200.0
3021,3424,133.24
3424,3425,133.24
3425,3426,200.0
3426,3427,165.23
3427,3145,165.25
3428,3429,61.09
3429,3430,74.61
3430,3258,36.71
3114,3429,116.23
3429,3258,116.23
3070,3431,15.29
3431,3070,15.29
3431,3099,26.54
3099,3431,26.54
3432,3034,29.73
2916,3158,108.07
3433,3434,83.07
3434,3435,53.29
2908,3436,148.8
3436,3120,109.68
3120,3437,115.46
3437,3438,115.47
3438,3439,200.0
3439,3440,200.0
3440,3441,171.71
3441,3114,171.72
3105,2855,44.37
2855,3105,44.37
3442,3443,139.86
3443,3737,139.86
2891,3444,47.73
3444,2960,83.1
3445,3446,187.94
3446,3447,55.16
3447,3032,190.82
3448,3775,32.2
2958,3449,133.96
3449,3450,133.96
3450,3451,69.54
3451,1649,38.42
3215,3452,186.11
3452,3787,141.24
3453,3454,94.5
3454,2936,76.4
2889,2933,36.45
3455,3456,19.68
3456,3024,80.5
3457,3458,41.37
3458,3459,24.76
3459,3777,27.19
3098,3003,21.76
3460,3461,119.71
3461,3462,119.71
3462,2908,77.43
3463,3637,56.01
3464,3465,23.65
3465,3466,44.19
3466,3054,53.79
3252,2962,34.97
3467,3089,34.72
3187,3025,29.86
3468,3469,50.6
3469,3470,53.05
3382,3513,68.92
3468,3471,31.18
3471,3468,31.18
3072,3360,27.98
3360,3362,27.69
3472,3473,79.25
3473,3474,24.05
3474,3037,23.43
3025,3477,30.15
3475,3691,24.63
2866,3476,79.05
3477,2950,20.27
3143,3478,57.41
3478,3237,53.42
3114,3479,144.69
3479,3276,144.69
3276,3275,26.19
3275,3274,200.0
3274,3480,141.49
3480,3481,141.5
3481,3482,52.71
2960,3444,97.64
3444,2891,47.68
3226,3483,34.34
3483,3484,56.67
3484,3485,36.58
3485,3321,68.94
2987,2999,198.85
3486,3487,53.12
3487,3488,19.07
3488,3318,39.89
3489,3575,171.84
3163,3822,58.68
3071,3490,43.99
3490,3220,41.8
3220,4333,29.37
3491,3827,50.26
2913,3492,22.88
3492,3493,22.59
3493,3494,42.44
3494,3495,36.1
3495,3496,29.49
3496,3497,65.46
3497,3498,57.39
3498,3504,27.23
3499,3123,20.06
3123,3500,18.95
3500,3013,22.65
3218,3501,27.03
3501,2925,87.22
2995,3502,34.24
3502,2995,34.24
3502,3503,66.66
3503,3502,66.66
3503,2989,73.86
2989,3503,73.86
3477,3046,22.82
3504,3058,34.45
3010,3505,223.66
3505,3506,24.2
3506,2858,29.85
3507,3508,48.05
3508,3509,20.18
3509,3510,18.32
3510,3511,28.47
3511,3155,36.59
2998,2899,118.86
3512,3829,135.01
3513,1280,30.14
3514,2866,204.22
2866,2857,101.21
2849,3463,111.4
2904,3515,285.52
3515,2858,285.52
3516,3517,31.99
3517,3033,28.09
3518,3519,24.33
3519,3520,34.0
3520,3521,26.56
3521,3507,27.0
3101,3522,36.72
3522,3101,36.72
3522,3523,36.72
3523,3522,36.72
3523,3524,50.0
3524,3523,50.0
3524,3525,25.4
3525,3524,25.4
3525,3267,25.41
3267,3525,25.41
2990,2971,333.49
3003,3055,29.8
3526,3527,105.33
3527,2974,15.54
3528,3262,94.17
3529,3530,30.77
3530,1203,33.01
3531,3166,24.28
3532,3533,30.19
3533,3534,21.24
3534,3605,77.94
2900,3774,160.98
3535,1233,30.4
1233,3536,50.0
3536,3537,50.0
3537,3538,25.28
3538,2893,25.29
3539,3540,48.37
3540,3383,200.0
3383,3541,200.0
3541,3542,101.23
3542,3543,101.23
3543,3619,61.24
3544,3545,32.01
3545,2901,82.49
3013,3546,21.79
3546,3547,38.92
3547,3171,15.45
3171,3170,29.11
3170,2846,25.42
2953,3548,23.77
3548,2984,41.68
3079,3110,36.87
2998,3549,157.04
3549,3055,45.55
3055,3191,267.78
3539,3550,32.71
3550,3551,95.49
3551,3382,84.92
3552,2923,198.1
3553,3554,82.35
3554,3555,64.51
3555,3044,80.22
2888,3556,77.91
3556,3640,102.39
3555,3557,46.05
3557,3554,17.42
3554,3744,18.31
3558,3559,40.17
3559,2838,30.71
3128,3560,27.89
3560,3561,56.65
2962,3252,42.38
3252,2976,42.38
3561,4334,37.61
3471,3562,31.66
3562,3471,31.66
3563,3556,40.11
3556,2980,18.81
3044,3309,100.89
3309,3308,39.32
3308,2870,125.69
3055,3190,34.17
2854,3564,33.06
3564,3565,21.94
3565,3176,32.29
3219,3566,45.24
3566,3106,48.93
3489,3580,198.14
2919,3567,15.63
3567,3568,26.44
3568,3812,79.88
3247,3067,65.98
3067,3247,65.98
3257,2952,27.34
3569,3570,50.0
3570,3571,50.0
3571,3572,50.0
3572,3573,50.0
3573,3574,31.23
3574,3261,31.24
3575,3576,54.8
3576,3577,113.18
3577,3460,113.18
3578,3579,29.3
3579,3296,29.31
3580,3872,46.79
3581,3582,30.84
3582,3583,50.34
3583,3316,16.63
3011,3584,46.89
3584,2937,46.79
3065,3585,48.87
3585,2863,35.31
3174,3074,34.25
3074,3174,34.25
2876,3586,40.51
3586,2876,40.51
3586,3587,40.51
3587,3586,40.51
3073,3588,18.85
3588,3253,55.65
2998,3175,142.5
3589,3590,24.12
3590,3589,24.12
3590,2875,47.22
2875,3590,47.22
2894,3272,47.89
3272,2873,200.0
2873,3548,150.92
3548,3591,150.92
3591,3464,71.81
3592,3241,316.66
3384,3593,50.0
3593,3594,38.86
3594,3778,38.86
3595,3596,46.12
3596,3597,17.9
3597,3598,20.56
3598,2998,23.88
3599,3373,24.09
3373,2955,19.48
3167,3055,202.55
3055,3549,46.73
3549,2998,162.27
3176,3565,43.52
3565,3564,21.47
3564,2854,39.41
3600,3601,30.93
3601,3305,115.89
3602,3453,45.86
3603,3193,96.26
2866,3025,54.94
3604,3374,31.89
3374,3080,43.1
3605,3330,44.71
3606,3526,68.32
3607,3204,22.03
3608,3609,43.93
3609,3610,86.24
3610,3611,105.33
3611,3612,38.64
3612,3613,23.75
3613,3614,29.14
3614,3615,46.0
3615,3616,22.73
3399,3617,200.0
3617,3618,144.24
3618,3540,144.24
3540,3383,200.0
3383,3046,136.94
3046,1278,136.94
1278,3619,200.0
3619,3620,198.35
3620,1575,198.35
3621,3622,43.28
3622,3755,43.28
2845,3726,38.98
3623,3700,37.63
2937,3304,30.21
2870,3624,45.75
3624,2911,27.99
3625,3097,168.0
3626,3621,22.15
3097,3804,484.84
3627,3629,96.36
3628,3662,60.72
3629,3630,50.0
3630,3631,33.87
3631,2915,33.87
3512,3632,37.47
3632,3633,200.0
3633,3634,200.0
3634,3635,180.42
3635,3636,180.42
3636,3787,108.47
3637,3638,29.91
3638,2888,16.64
3369,3464,203.81
2839,3639,43.29
3639,2892,21.54
3640,3468,498.58
3468,3167,498.58
3641,3642,70.53
3642,3441,161.47
3441,3114,161.47
2966,3643,20.33
3643,3644,17.71
3644,3645,25.33
3645,3134,42.77
2864,3646,45.83
3646,3343,32.27
2952,3647,187.67
3647,3648,66.48
3648,3649,29.74
3649,3650,55.91
3650,3651,35.16
3652,3877,127.63
3653,3654,58.27
3654,3783,35.63
3655,3656,64.89
3656,3657,57.27
3657,3410,54.68
3658,3468,175.28
2952,3405,55.38
3332,3701,40.73
3659,3660,24.22
3660,3221,56.51
3661,3659,62.2
3662,3663,24.48
3663,3664,25.19
3664,3661,97.12
3665,3666,28.12
3666,3667,18.06
3667,3668,44.17
3668,3669,90.77
3669,3670,53.55
3670,3671,49.43
3671,3874,31.81
3672,4335,39.36
3673,3674,70.1
3674,3675,22.54
3675,3676,29.38
3676,3677,20.46
3677,3678,18.17
3678,3250,34.19
3651,3679,52.57
3679,3680,49.3
3680,3053,41.51
2970,3681,113.37
3681,3482,113.37
3482,3481,53.42
3481,3273,95.27
3682,3674,108.01
3674,4336,26.04
3514,3683,15.53
3683,3684,26.72
3684,3685,17.24
3685,3686,50.89
3687,3688,20.65
3688,3628,53.14
3689,3690,88.21
3690,4337,56.09
3692,3717,53.14
3332,3693,25.28
3693,3694,18.3
3694,3695,117.41
3695,3696,20.46
3696,3697,26.74
3697,2945,68.87
3698,3699,41.42
3699,3222,37.92
3700,2952,28.02
3701,3702,43.24
3702,4338,50.0
3703,3704,42.85
3704,3705,25.08
3705,3706,25.08
3706,3707,24.56
3708,3709,26.79
3709,3710,38.16
3711,3691,44.44
3038,3110,72.53
2863,3712,187.42
3712,3145,187.43
3691,4339,68.07
3691,3713,34.34
3713,4339,26.64
3714,3154,70.0
3482,3746,191.42
3715,2970,30.11
3637,2849,151.25
3716,4340,80.95
3717,3718,175.03
3718,3719,80.48
3719,3151,27.16
3720,3721,31.69
3721,3722,17.81
3722,3244,19.25
3031,3785,25.94
3470,3723,39.52
3723,3045,73.96
3724,3043,67.62
3043,3724,67.62
2888,3638,16.81
3638,3637,30.44
3725,1309,25.11
3726,3659,136.38
3659,3727,20.46
3727,3728,23.68
3728,3125,55.18
1280,3729,33.58
3729,3730,34.75
3730,3731,46.36
3731,3757,16.89
2886,3732,200.0
3732,3733,200.0
3733,3734,115.37
3734,2905,115.37
2905,3735,101.59
3735,3736,178.08
3736,3019,178.09
3737,3735,77.0
3735,2905,99.67
3738,3739,200.0
3739,3740,115.85
3740,2887,115.86
3741,3742,30.7
3742,3743,34.9
3743,3068,37.68
3744,3745,21.02
3745,3553,34.08
3746,3482,195.93
3482,3481,52.62
3481,3273,95.48
3707,3606,39.3
2981,3747,182.33
3747,3748,56.75
3748,3749,153.27
3749,3750,55.33
3750,3751,19.19
3751,3672,17.43
3054,3752,28.89
3752,3753,173.06
3753,3442,173.07
3754,3057,16.34
3755,3623,39.1
3482,3756,117.67
3756,3672,117.67
3757,3758,54.64
3758,3759,47.75
3759,3760,38.65
3760,3761,51.49
3761,3762,45.08
3762,3763,40.6
3763,3764,54.16
3764,3163,15.31
2848,3292,34.83
2931,3031,77.18
2848,2889,15.72
3248,3765,35.43
3765,3015,205.76
3766,3183,60.0
3767,3223,76.23
3768,3797,62.83
3769,3248,16.76
3616,3770,46.2
3770,3254,135.21
3771,3772,61.32
3772,3627,83.04
3773,2931,49.57
3774,3152,92.79
3152,3865,76.47
3775,3776,50.05
3776,4042,93.33
3777,2963,68.19
3778,3779,44.85
3779,3133,41.46
3476,3513,27.23
3133,2926,21.1
3780,3781,189.29
3781,3782,38.61
3783,3784,16.39
3784,3332,33.87
3710,3711,44.91
3785,3786,48.75
3786,3539,81.53
3787,3767,167.64
3553,3788,30.21
3788,3698,30.21
2844,3789,30.55
3789,4341,47.37
2965,3790,227.65
3790,2962,22.71
3791,3526,88.0
3792,3793,37.05
3793,2962,37.05
3794,3795,41.02
3795,3796,41.02
3796,3578,29.91
3198,3794,45.07
3797,2976,86.76
2976,3252,37.37
3798,3799,42.78
3799,3768,42.78
3768,3800,27.9
3800,3768,27.9
3800,3801,22.79
3801,3800,22.79
3801,3802,16.49
3802,3801,16.49
3802,3589,27.19
3589,3802,27.19
3768,3837,164.41
3644,2966,38.76
3803,3839,36.41
3804,3514,93.28
3805,3806,154.57
3806,2969,25.85
3807,3027,81.31
3808,3809,38.61
3809,3810,32.82
3810,3378,32.82
3811,3407,43.46
3407,3811,43.46
3812,3813,130.1
3813,2940,31.61
3814,3899,45.48
3815,3816,17.78
3816,3817,77.13
3817,3818,135.17
3818,3819,58.8
3819,3820,70.95
3820,3821,22.19
3821,3475,45.25
3822,3823,34.36
3823,3824,62.44
3824,3825,63.58
3825,3826,15.87
3826,3199,34.43
3827,3828,61.22
3828,2913,32.72
3829,3830,83.52
3830,2916,36.85
3831,3528,58.94
3642,3832,34.0
3832,3833,44.94
3833,3665,48.03
3834,3724,51.08
3724,3834,51.08
3619,3835,56.02
3835,3725,25.29
3836,3789,85.06
3837,3838,34.17
3838,3645,34.17
3645,3644,34.69
3839,3893,79.95
3840,3619,29.91
3707,3791,55.04
3842,3841,68.2
3843,4159,173.34
3844,4342,42.81
3843,2840,48.37
2949,2857,314.23
2857,2866,103.48
2866,3842,204.91
3845,3846,17.54
3846,3847,17.3
3847,3848,51.86
3848,3849,28.01
3849,3850,30.57
3850,3851,45.21
3851,3852,27.97
3852,3282,85.59
3853,3845,102.08
3854,3855,45.32
3855,3856,49.07
3856,3842,19.8
3074,3331,57.38
3331,3074,57.38
2893,2949,27.51
3475,3857,16.32
3857,3843,55.21
2944,3858,107.21
3858,3859,19.09
3859,3860,78.71
3860,3815,39.78
3861,3109,47.05
3109,2954,75.58
3253,2965,134.17
3862,3490,17.69
3490,3071,27.7
3863,3861,348.25
3790,3863,34.7
2962,3863,28.56
2927,3018,396.69
2835,3531,20.34
3166,3531,24.94
3531,2835,27.89
3018,2927,396.99
3864,3073,266.39
3865,3866,86.58
3866,3864,167.43
3867,3529,41.51
3868,3051,64.43
2933,3869,33.01
3869,3867,46.81
3330,3870,15.09
3870,3868,96.58
3435,3871,33.22
3871,3486,61.8
3872,3873,96.49
3873,3581,23.83
3874,3875,128.12
3875,3876,29.26
3876,3339,15.71
3877,3878,15.94
3878,3653,33.44
3790,3879,80.74
3879,2948,116.51
3880,3881,106.35
3881,3432,42.5
3073,3882,93.66
3882,3692,114.27
3448,3836,27.06
3883,3044,15.48
3884,3885,37.71
3885,3884,37.71
3885,2846,37.71
2846,3885,37.71
3886,3080,27.19
3080,3374,28.77
3028,3887,45.75
3887,3027,68.78
2926,3888,22.89
3888,2986,19.2
3841,3889,79.74
3889,3890,44.62
3890,3891,51.52
3891,2944,59.34
3222,3699,32.66
3699,3892,22.27
3892,3553,104.7
3893,3894,35.86
3894,3840,67.33
3895,2844,31.64
3896,2860,20.64
3897,3898,29.73
3898,3038,115.81
3686,2866,92.33
3899,3345,26.01
2877,3900,37.39
3900,4343,17.2
3071,3304,69.97
3901,3804,54.92
3304,3059,52.87
2889,3831,197.73
3337,3902,45.58
3902,2994,153.65
3027,3902,307.42
3902,3337,48.6
2857,2949,304.5
2949,2889,52.52
3051,2889,37.8
3904,4099,34.04
3905,4083,313.37
3906,4047,19.18
3907,3904,132.41
3908,3962,46.54
3909,3913,48.07
3911,4118,88.07
3912,3950,272.76
3913,4122,71.2
3914,3979,132.46
3915,4048,90.93
3914,3984,67.91
3916,4062,15.71
3920,4117,22.56
3920,3708,55.79
3921,3985,50.71
3922,4091,31.41
3923,3967,130.18
3924,3995,93.71
3917,3945,104.66
3926,4101,70.18
3927,4060,41.51
3928,3942,132.3
3921,4104,33.8
3929,4146,102.1
3915,4106,27.16
3931,3928,77.62
3932,4034,38.08
3933,4003,33.64
3934,4125,79.62
3938,3937,110.96
3939,3906,45.81
3940,3967,38.0
3941,3961,47.03
3942,3974,47.69
3938,3937,109.25
3943,3980,24.83
3936,3919,331.81
3944,3977,49.07
3945,3923,96.55
3946,3943,23.83
3943,3946,23.83
3937,3953,136.18
3930,3912,136.86
3947,3917,35.33
3949,3973,66.76
3951,3983,47.73
3952,3911,84.0
3950,3968,55.16
3954,3939,15.51
3955,3931,27.63
3956,3957,41.92
3957,3956,41.92
3942,3961,63.62
3910,3954,75.95
3958,3959,42.72
3959,3914,42.72
3960,4183,21.07
3961,3952,73.49
3962,3965,35.39
3948,3918,229.55
3966,4103,32.65
3968,3947,21.23
3969,4030,17.83
3970,4231,73.02
3965,3922,18.17
3951,4082,40.82
3971,4105,24.24
3972,3907,43.62
3333,4160,25.98
3935,4085,67.79
3973,4212,23.07
3974,3975,41.3
3975,3941,31.18
3977,4024,47.06
3978,3915,37.96
3979,4016,141.03
3980,2369,168.73
3981,4190,32.69
3982,4098,77.82
3983,4082,32.92
3984,3958,21.41
3965,4091,29.72
3958,3969,342.87
3953,3925,52.21
3940,3964,17.65
3972,4023,246.91
3946,3980,35.95
3985,3986,70.35
3986,3987,96.47
3987,3988,60.12
3988,3926,93.85
3989,4179,106.42
3990,3922,100.72
3991,3985,15.43
3992,3993,25.03
3993,3972,198.52
3994,3947,23.03
3936,3916,16.23
3995,3996,120.04
3996,3997,136.32
3997,2468,65.76
2468,4151,75.83
3998,4143,41.41
3926,3333,176.76
3333,3999,70.19
3999,3924,168.17
4001,4002,15.74
4002,4090,38.29
4003,4004,34.17
4004,4220,18.81
4000,4344,55.65
3923,4005,62.5
4005,3940,18.67
3904,4006,40.35
4006,4007,42.72
4007,3963,39.62
4008,4023,198.35
4008,3969,99.58
4009,4140,28.86
3917,4010,57.99
4010,4011,30.82
4011,3945,15.18
3964,4012,63.38
4012,4013,28.74
4013,4014,72.16
4014,4015,24.65
4015,4048,27.06
4016,4017,271.05
4017,4018,295.84
4019,4020,20.03
4020,4019,20.03
4021,4022,33.71
4023,4008,198.86
4024,4025,26.27
4025,4345,26.27
4026,3905,21.8
4027,4028,62.79
4029,3950,33.57
4030,4008,81.25
3947,3917,33.66
4031,4032,38.36
4032,3979,38.36
4033,4034,65.47
3969,4035,50.0
4035,4036,50.0
4036,4037,50.0
4037,4038,50.0
4038,4039,50.0
4039,4040,48.42
4040,3958,48.42
3934,4146,48.47
4041,3918,40.3
4042,4043,25.7
4043,3934,39.59
4044,3999,183.03
3999,3333,70.51
3333,4085,175.9
3945,4045,28.22
4045,3923,38.87
3964,3940,16.46
4047,4056,77.51
4048,4015,25.88
4015,4014,24.26
4014,4013,70.94
4013,3964,93.61
3979,4049,19.51
4049,4050,31.61
4050,4051,31.61
4051,3914,47.46
3963,4052,42.49
4052,4053,50.61
4053,4054,18.64
4055,3930,28.8
4056,3909,131.69
3929,4125,52.25
4057,4346,308.81
4058,4059,17.57
4059,4107,20.33
4060,4061,15.58
4061,4218,25.49
3932,4063,161.29
4063,4232,40.75
2465,4064,47.26
4064,4065,51.88
4065,4203,56.92
4066,2468,29.28
2468,4067,500.0
4067,4068,500.0
4068,4069,500.0
4069,2371,500.0
2371,4347,500.0
2585,2584,39.31
3972,4070,50.0
4070,4071,50.0
4071,4072,50.0
4072,4073,50.0
4073,4074,27.56
4074,2585,27.56
2584,4075,50.0
4075,4076,50.0
4076,2583,50.0
2583,4077,34.35
4077,4195,34.35
4079,4080,27.7
4080,4081,18.74
4081,3903,66.82
3963,4007,39.26
4007,4006,42.59
4006,4099,23.41
4082,4124,28.65
4083,3960,28.19
3960,4083,28.19
3950,4131,18.96
4084,4087,58.31
4085,4086,196.54
4086,4084,49.08
4087,3921,25.87
4023,4088,178.94
4088,3972,67.51
3948,4089,15.01
4089,4147,63.54
4090,4002,29.92
4002,4001,30.9
4091,4092,68.27
4092,4026,33.56
4093,4094,50.22
4094,4078,43.53
4095,4096,268.71
4096,4097,268.95
4097,3911,42.85
4098,4095,25.75
4099,4100,24.88
3992,4100,91.55
4044,4067,68.21
4067,2862,99.16
4101,4102,61.13
4102,3333,39.82
4103,4000,30.66
4100,3938,198.95
4104,3929,157.11
4105,4348,65.96
4078,4105,52.48
3916,3936,17.83
4106,4178,59.46
4107,4108,33.08
4108,4227,59.57
4109,4110,142.71
4110,4111,124.95
4111,3955,49.49
4112,4044,80.11
4113,4114,44.38
4114,4115,141.47
4115,4116,43.73
4116,4180,38.53
4117,3924,149.48
4118,4119,38.98
4119,4120,218.35
4120,4121,29.96
4121,4093,24.87
3918,3691,291.11
3968,3947,25.95
4122,3981,33.95
3957,4123,35.55
4123,3957,35.55
3956,4123,58.62
4124,4122,46.15
4123,4221,408.12
4125,4126,89.07
4126,3448,124.12
4127,3903,348.27
3903,4127,348.27
3918,4128,29.78
4128,3920,40.66
4129,4156,30.58
4062,4055,44.04
4022,4130,31.55
4130,4153,31.55
4054,4079,133.89
4131,3968,36.08
4132,4057,329.25
3925,3916,104.04
3925,4133,30.37
4133,4134,55.63
4134,4062,36.43
3937,3925,206.1
4055,3930,43.17
3916,4055,73.85
4054,4052,83.89
4052,3963,42.64
4034,2600,66.33
3903,4081,66.43
4081,4080,17.76
4080,4079,28.06
4079,4054,142.14
3936,4135,53.32
4135,4136,39.02
4136,4137,41.7
4137,4138,55.6
4138,4157,17.41
4139,3919,36.9
4140,4349,27.93
3918,4169,17.41
4048,4141,70.8
4141,3915,18.54
4106,4142,37.78
4142,3998,75.72
4143,4350,108.21
3912,4027,30.63
4028,4144,39.98
4144,4145,40.35
4145,4029,36.82
4146,4069,42.41
4069,4033,91.4
4147,4041,97.77
3930,4148,34.31
4148,4149,29.46
4149,4150,21.81
4150,3912,23.41
4151,4152,57.08
4152,4046,70.26
4153,4154,50.0
4154,4155,32.42
4155,4351,32.43
4156,4178,30.01
4046,4113,78.0
4157,4158,52.23
4158,4139,16.2
4159,4169,28.89
4160,4159,46.23
3967,4161,78.21
4161,3948,125.58
3967,4161,78.27
3994,4162,16.93
4162,4174,77.1
4161,4163,20.97
4163,3948,61.01
3976,4164,18.59
4164,4165,103.53
4165,4166,115.97
4166,4167,19.43
4167,4168,30.5
4168,3994,41.16
4169,4170,199.78
4170,4171,78.62
4171,4172,96.18
4172,3976,89.89
4173,3936,24.12
4174,4175,113.54
4175,4176,128.74
4176,4177,56.85
4177,4173,148.77
4173,3936,46.59
4090,4219,42.24
4178,3978,22.05
4179,3990,56.29
4180,4181,37.01
4181,4352,42.93
4182,4353,55.04
3983,4183,46.06
4183,3983,46.06
4184,4187,59.95
4185,4182,234.59
4183,4185,35.51
3960,4185,20.42
3957,4018,15.31
4018,3957,15.31
4018,4187,34.72
4186,3966,130.86
4186,3966,106.56
4187,4020,86.71
3966,4000,76.43
4188,4189,145.02
4189,4186,66.09
3931,4097,107.87
4097,4096,276.12
4095,4186,46.23
4096,4095,260.18
4190,3933,23.44
4019,4191,60.51
4191,4019,60.51
4191,3910,15.91
3910,4191,15.91
4192,4354,20.34
4193,4192,22.33
4192,4194,44.06
4194,4192,44.06
4194,3946,44.06
3946,4194,44.06
4195,3946,38.6
4195,3943,26.17
4196,4019,34.13
4019,4196,34.13
4187,4196,55.08
4197,4349,243.31
3919,4197,80.75
4197,4198,95.94
4198,4199,16.64
4199,4009,62.3
3919,4200,21.77
4200,4201,40.69
4201,4197,20.77
4202,3910,20.51
4203,4204,25.8
4204,4205,24.44
4205,3991,15.56
4206,3932,32.02
4207,4208,58.74
4208,4209,190.38
4209,4112,40.61
4066,4210,15.2
4210,4207,63.51
4212,4213,16.14
4213,4188,19.85
4000,4215,86.09
4098,4095,26.91
4095,4214,190.49
4214,4213,40.37
4215,3982,39.54
4211,4216,62.44
4216,4217,15.47
4217,4109,36.12
4214,3949,31.74
4218,4211,16.07
4219,4090,23.94
4220,3908,18.07
4221,4222,50.0
4222,4223,38.93
4223,4224,38.93
4224,4031,35.32
4225,4058,173.55
4026,4226,60.85
4226,3951,147.31
4227,4228,170.31
4228,4066,62.27
3922,4229,16.2
4229,4230,15.99
4230,3944,50.73
4231,4225,31.64
4232,2465,43.07
