segmentId,edge_idx
1336437898549985280,588
1336437898551033858,589
1336437898551033860,590
1336437898554769408,591
1336437898560339968,592
1336437898562600960,593
1336437898562600961,594
1336437898565615616,595
1336437898567548928,596
1336437898567778304,597
1336437898567778305,598
1336437898567942146,599
1336437898567942148,600
1336437898567974912,601
1336437898567974913,602
1336437898568204288,603
1336437898569580544,604
1336437898569809920,605
1336437898573479936,606
1336437898573676544,607
1336437898574462978,608
1336437898574462980,609
1336437898574462982,610
1336437898576986114,611
1336437898576986116,612
1336437898580262914,613
1336437898580262916,614
1336437898581082112,615
1336437898582392832,616
1336437898582491136,617
1336437898582491137,618
1336437898588717056,619
1336437898588782592,620
1336437898588946432,621
1336437898590715904,622
1336437898591272960,623
1336437898597531648,624
1336437898597629954,625
1336437898597629955,626
1336437898597629956,627
1336437898597629957,628
1336437898598940672,629
1336437898598973440,630
1336437898599104512,631
1336437898604019712,632
1336437898604412928,633
1336437898604412929,634
1336437898604609536,635
1336437898604806146,636
1336437898604806147,637
1336437898604806148,638
1336437898604806149,639
1336437898606018560,640
1336437898606116864,641
1336437898609590272,642
1336437898609590273,643
1336437898609655810,644
1336437898609655812,645
1336437898611654656,646
1336437898611654657,647
1336437898612637696,648
1336437898614046722,649
1336437898614046724,650
1336437898614571010,651
1336437898614571011,652
1336437898614571012,653
1336437898614571013,654
1336437898614571014,655
1336437898614571015,656
1336437898614571016,657
1336437898614571017,658
1336437898614734848,659
1336437898616963072,660
1336437898619781120,661
1336437898621550592,662
1336437898624040960,663
1336437898624237568,664
1336437898628726786,665
1336437898628726788,666
1336437898628726790,667
1336437898628726792,668
1336437898628988930,669
1336437898628988932,670
1336437898631741440,671
1336437898633871360,672
1336437898634395648,673
1336437898639441920,674
1336437898641014784,675
1336437898645438464,676
1336437898645438465,677
1336437898647371776,678
1336437898649501696,679
1336437898652876800,680
1336437898656546816,681
1336437898656612352,682
1336437898656710656,683
1336437898656808962,684
1336437898656808963,685
1336437898656808964,686
1336437898656808965,687
1336437898660773888,688
1336437898660904960,689
1336437898662576128,690
1336437898662772736,691
1336437898662772737,692
1336437898667327488,693
1336437898668113920,694
1336437898668244992,695
1336437898669686784,696
1336437898676273154,697
1336437898676273155,698
1336437898676273156,699
1336437898676273157,700
1336437898676535296,701
1336437898677059584,702
1336437898678403072,703
1336437898678501376,704
1336437898683088896,705
1336437898683088897,706
1336437898684104704,707
1336437898689937408,708
1336437898692722688,709
1336437898693148674,710
1336437898693148676,711
1336437898693148678,712
1336437898695868416,713
1336437898698129408,714
1336437898698129409,715
1336437898698227712,716
1336437898698883072,717
1336437898698948608,718
1336437898700161024,719
1336437898702192640,720
1336437898702618624,721
1336437898702651392,722
1336437898704224256,723
1336437898705141760,724
1336437898705141761,725
1336437898706386944,726
1336437898706550784,727
1336437898709696512,728
1336437898709762050,729
1336437898709762052,730
1336437898710712320,731
1336437898713956352,732
1336437898713989120,733
1336437898721067008,734
1336437898721427458,735
1336437898721427460,736
1336437898721427462,737
1336437898721427464,738
1336437898724605952,739
1336437898724737024,740
1336437898725392384,741
1336437898727522304,742
1336437898732568576,743
1336437898733486080,744
1336437898733486081,745
1336437898733977600,746
1336437898733977601,747
1336437898735747072,748
1336437898738761728,749
1336437898739122176,750
1336437898740203520,751
1336437898742202368,752
1336437898753441792,753
1336437898753540096,754
1336437898754359296,755
1336437898756489218,756
1336437898756489220,757
1336437898761863168,758
1336437898764091392,759
1336437898764222464,760
1336437898764550146,761
1336437898764550148,762
1336437898764550150,763
1336437898771955712,764
1336437898771988480,765
1336437898773266432,766
1336437898778673152,767
1336437898778673153,768
1336437898779885568,769
1336437898780082176,770
1336437898780278784,771
1336437898780344320,772
1336437898783129600,773
1336437898783457280,774
1336437898783490048,775
1336437898785390592,776
1336437898787618816,777
1336437898790797312,778
1336437898790830080,779
1336437898791616512,780
1336437898798006274,781
1336437898798006276,782
1336437898799153152,783
1336437898802921474,784
1336437898802921476,785
1336437898803019776,786
1336437898803019777,787
1336437898805542912,788
1336437898805542913,789
1336437898808328192,790
1336437898808328193,791
1336437898808885248,792
1336437898809114624,793
1336437898809245698,794
1336437898809245699,795
1336437898809245700,796
1336437898809245701,797
1336437898809245702,798
1336437898809245703,799
1336437898810523650,800
1336437898810523651,801
1336437898810523652,802
1336437898810523653,803
1336437898810523654,804
1336437898810523655,805
1336437898815537152,806
1336437898816028672,807
1336437898820648960,808
1336437898821664768,809
1336437898822942720,810
1336437898824286208,811
1336437898824417280,812
1336437898824712192,813
1336437898827563008,814
1336437898830708736,815
1336437898835263488,816
1336437898835296256,817
1336437898836541440,818
1336437898842570752,819
1336437898843619328,820
1336437898849746944,821
1336437898852270080,822
1336437898854563840,823
1336437898857676800,824
1336437898858463232,825
1336437898858463233,826
1336437898862264320,827
1336437898865246208,828
1336437898865311744,829
1336437898867081216,830
1336437898867277824,831
1336437898867998720,832
1336437898869243904,833
1336437898869407744,834
1336437898871865344,835
1336437898874748930,836
1336437898874748932,837
1336437898874748934,838
1336437898874748936,839
1336437898876518400,840
1336437898878976002,841
1336437898878976004,842
1336437898880286722,843
1336437898880286724,844
1336437898881564672,845
1336437898881564673,846
1336437898883497984,847
1336437898890280960,848
1336437898892673024,849
1336437898892902400,850
1336437898895163392,851
1336437898895163393,852
1336437898895261696,853
1336437898895818754,854
1336437898895818756,855
1336437898895818758,856
1336437898895818760,857
1336437898895982592,858
1336437898895982593,859
1336437898896244738,860
1336437898896244740,861
1336437898896244742,862
1336437898898276352,863
1336437898903683072,864
1336437898905780224,865
1336437898906075136,866
1336437898911186944,867
1336437898911776768,868
1336437898914004992,869
1336437898916691968,870
1336437898916691969,871
1336437898916724736,872
1336437898921345024,873
1336437898921410560,874
1336437898926817280,875
1336437898930978816,876
1336437898930978817,877
1336437898931404800,878
1336437898932191234,879
1336437898932191236,880
1336437898932191238,881
1336437898932191240,882
1336437898932191242,883
1336437898934255616,884
1336437898935926784,885
1336437898936090626,886
1336437898936090628,887
1336437898940022784,888
1336437898940088320,889
1336437898942185472,890
1336437898942185473,891
1336437898942513152,892
1336437898943496192,893
1336437898943528960,894
1336437898943561728,895
1336437898949525504,896
1336437898951131136,897
1336437898951294976,898
1336437898954342400,899
1336437898956701698,900
1336437898956701699,901
1336437898956701700,902
1336437898956701701,903
1336437898960961536,904
1336437898965417984,905
1336437898965778432,906
